order_id,order_line_id,order_date,created_at,updated_at,order_status,sales_channel,order_type,brand,manufacturer_id,ptype_group_id,vendor_id,vendor,quantity,gross_revenue,discount_amount,net_revenue,cost,currency,domain,is_promo,is_test_order
ORD-102839,LINE-102839,2024-06-22,2024-06-22 00:32:00,2024-06-22 01:17:00,COMPLETED,MOBILE,OFFLINE,Apple,10,1,25,Vendor_25,1,588,0.0,588.0,419.85,USD,US,True,True
ORD-102840,LINE-102840,2024-01-29,2024-01-29 01:21:00,2024-01-29 02:11:00,CANCELLED,MARKETPLACE,OFFLINE,Adidas,21,1,25,Vendor_25,4,3432,171.6,3260.4,2280.92,USD,US,False,True
ORD-102841,LINE-102841,2024-06-02,2024-06-02 01:05:00,2024-06-02 01:46:00,CANCELLED,MOBILE,OFFLINE,Samsung,11,2,6,Vendor_6,1,679,67.9,611.1,463.94,CAD,CA,False,False
ORD-102842,LINE-102842,2024-04-03,2024-04-03 00:25:00,2024-04-03 01:21:00,COMPLETED,MARKETPLACE,ONLINE,Nike,20,1,20,Vendor_20,2,912,45.6,866.4,573.18,USD,US,True,False
ORD-102843,LINE-102843,2024-04-19,2024-04-19 01:43:00,2024-04-19 01:43:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,1,20,Vendor_20,4,5144,0.0,5144.0,3498.57,USD,US,True,True
ORD-102844,LINE-102844,2024-02-05,2024-02-05 00:01:00,2024-02-05 00:11:00,RETURNED,MARKETPLACE,ONLINE,Nike,20,2,49,Vendor_49,1,1206,60.3,1145.7,898.41,USD,US,False,False
ORD-102845,LINE-102845,2024-02-05,2024-02-05 00:52:00,2024-02-05 01:31:00,RETURNED,MOBILE,OFFLINE,Apple,10,2,13,Vendor_13,1,263,26.3,236.7,167.25,CAD,CA,False,False
ORD-102846,LINE-102846,2024-05-12,2024-05-12 01:33:00,2024-05-12 02:07:00,COMPLETED,STORE,OFFLINE,Apple,10,2,28,Vendor_28,3,3738,186.9,3551.1,2163.96,EUR,EU,True,False
ORD-102847,LINE-102847,2024-06-25,2024-06-25 02:00:00,2024-06-25 02:32:00,RETURNED,MARKETPLACE,OFFLINE,Samsung,11,2,15,Vendor_15,1,646,32.3,613.7,381.65,EUR,EU,True,False
ORD-102848,LINE-102848,2024-02-25,2024-02-25 00:30:00,2024-02-25 01:03:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,2,18,Vendor_18,1,837,0.0,837.0,623.18,CAD,CA,True,True
ORD-102849,LINE-102849,2024-03-09,2024-03-09 01:48:00,2024-03-09 01:53:00,CANCELLED,STORE,OFFLINE,Samsung,11,2,35,Vendor_35,3,3522,0.0,3522.0,2730.88,USD,US,False,False
ORD-102850,LINE-102850,2024-05-05,2024-05-05 00:56:00,2024-05-05 01:25:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,1,12,Vendor_12,4,2508,0.0,2508.0,1809.88,EUR,EU,False,False
ORD-102851,LINE-102851,2024-05-31,2024-05-31 00:15:00,2024-05-31 00:20:00,RETURNED,MOBILE,OFFLINE,Samsung,11,1,49,Vendor_49,4,1652,82.6,1569.4,1022.93,USD,US,True,False
ORD-102852,LINE-102852,2024-06-08,2024-06-08 00:38:00,2024-06-08 01:04:00,RETURNED,STORE,OFFLINE,Nike,20,2,34,Vendor_34,1,587,29.35,557.65,428.52,CAD,CA,True,True
ORD-102853,LINE-102853,2024-06-14,2024-06-14 01:47:00,2024-06-14 01:55:00,CANCELLED,WEB,OFFLINE,Adidas,21,1,26,Vendor_26,3,1992,0.0,1992.0,1524.33,CAD,CA,False,False
ORD-102854,LINE-102854,2024-01-26,2024-01-26 01:51:00,2024-01-26 02:06:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,2,5,Vendor_5,4,948,47.4,900.6,697.47,CAD,CA,True,False
ORD-102855,LINE-102855,2024-06-22,2024-06-22 00:35:00,2024-06-22 00:55:00,RETURNED,MARKETPLACE,OFFLINE,Apple,10,2,27,Vendor_27,1,341,17.05,323.95,237.95,USD,US,True,True
ORD-102856,LINE-102856,2024-04-07,2024-04-07 01:47:00,2024-04-07 01:55:00,RETURNED,MARKETPLACE,ONLINE,Apple,10,1,27,Vendor_27,2,592,59.2,532.8,357.13,EUR,EU,True,False
ORD-102857,LINE-102857,2024-03-09,2024-03-09 00:55:00,2024-03-09 01:25:00,RETURNED,STORE,OFFLINE,Adidas,21,1,18,Vendor_18,1,899,44.95,854.05,672.72,USD,US,True,False
ORD-102858,LINE-102858,2024-01-30,2024-01-30 01:56:00,2024-01-30 02:05:00,COMPLETED,MOBILE,OFFLINE,Apple,10,1,49,Vendor_49,4,2896,289.6,2606.4,1713.58,USD,US,True,False
ORD-102859,LINE-102859,2024-03-08,2024-03-08 01:25:00,2024-03-08 01:44:00,RETURNED,MOBILE,OFFLINE,Nike,20,2,10,Vendor_10,1,488,48.8,439.2,316.05,CAD,CA,False,False
ORD-102860,LINE-102860,2024-04-06,2024-04-06 00:52:00,2024-04-06 01:42:00,RETURNED,MOBILE,ONLINE,Samsung,11,2,10,Vendor_10,4,4552,455.2,4096.8,2636.48,USD,US,False,True
ORD-102861,LINE-102861,2024-03-24,2024-03-24 01:34:00,2024-03-24 02:05:00,CANCELLED,MARKETPLACE,ONLINE,Nike,20,2,22,Vendor_22,4,360,18.0,342.0,240.54,CAD,CA,True,False
ORD-102862,LINE-102862,2024-02-15,2024-02-15 01:42:00,2024-02-15 02:19:00,CANCELLED,MARKETPLACE,OFFLINE,Samsung,11,2,44,Vendor_44,1,170,17.0,153.0,111.18,USD,US,True,False
ORD-102863,LINE-102863,2024-05-20,2024-05-20 00:53:00,2024-05-20 01:48:00,CANCELLED,WEB,ONLINE,Apple,10,2,12,Vendor_12,1,1278,127.8,1150.2,694.13,EUR,EU,False,False
ORD-102864,LINE-102864,2024-05-03,2024-05-03 01:59:00,2024-05-03 02:35:00,CANCELLED,WEB,ONLINE,Apple,10,1,45,Vendor_45,3,2991,149.55,2841.45,2123.55,EUR,EU,False,True
ORD-102865,LINE-102865,2024-03-15,2024-03-15 00:18:00,2024-03-15 00:55:00,COMPLETED,MARKETPLACE,OFFLINE,Apple,10,2,26,Vendor_26,2,880,0.0,880.0,533.37,USD,US,True,True
ORD-102866,LINE-102866,2024-01-12,2024-01-12 00:57:00,2024-01-12 01:15:00,COMPLETED,STORE,ONLINE,Adidas,21,2,20,Vendor_20,4,3728,372.8,3355.2,2324.87,CAD,CA,False,False
ORD-102867,LINE-102867,2024-06-15,2024-06-15 01:52:00,2024-06-15 02:49:00,CANCELLED,MOBILE,OFFLINE,Samsung,11,2,48,Vendor_48,2,2354,117.7,2236.3,1774.39,EUR,EU,True,False
ORD-102868,LINE-102868,2024-04-28,2024-04-28 00:56:00,2024-04-28 01:39:00,RETURNED,WEB,OFFLINE,Nike,20,1,18,Vendor_18,3,852,85.2,766.8,606.03,USD,US,True,True
ORD-102869,LINE-102869,2024-02-15,2024-02-15 01:44:00,2024-02-15 01:44:00,COMPLETED,STORE,ONLINE,Adidas,21,1,34,Vendor_34,1,1199,59.95,1139.05,770.66,EUR,EU,False,True
ORD-102870,LINE-102870,2024-04-07,2024-04-07 01:28:00,2024-04-07 01:36:00,CANCELLED,MARKETPLACE,OFFLINE,Samsung,11,1,35,Vendor_35,1,869,43.45,825.55,516.63,EUR,EU,False,False
ORD-102871,LINE-102871,2024-01-17,2024-01-17 00:33:00,2024-01-17 00:43:00,COMPLETED,MOBILE,OFFLINE,Samsung,11,2,29,Vendor_29,1,447,0.0,447.0,281.38,EUR,EU,True,True
ORD-102872,LINE-102872,2024-05-30,2024-05-30 01:43:00,2024-05-30 01:49:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,2,32,Vendor_32,1,630,63.0,567.0,385.91,CAD,CA,False,False
ORD-102873,LINE-102873,2024-03-12,2024-03-12 00:08:00,2024-03-12 00:54:00,COMPLETED,MOBILE,ONLINE,Samsung,11,1,23,Vendor_23,1,728,72.8,655.2,453.16,CAD,CA,True,False
ORD-102874,LINE-102874,2024-02-21,2024-02-21 01:50:00,2024-02-21 02:17:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,1,18,Vendor_18,3,912,0.0,912.0,653.08,CAD,CA,True,True
ORD-102875,LINE-102875,2024-03-20,2024-03-20 00:20:00,2024-03-20 00:47:00,COMPLETED,MARKETPLACE,OFFLINE,Apple,10,1,19,Vendor_19,4,3124,156.2,2967.8,1992.7,EUR,EU,True,True
ORD-102876,LINE-102876,2024-05-19,2024-05-19 01:29:00,2024-05-19 01:38:00,CANCELLED,MARKETPLACE,OFFLINE,Adidas,21,2,17,Vendor_17,3,2583,0.0,2583.0,2009.37,CAD,CA,True,False
ORD-102877,LINE-102877,2024-06-18,2024-06-18 00:27:00,2024-06-18 01:26:00,CANCELLED,MOBILE,ONLINE,Adidas,21,2,49,Vendor_49,2,2736,0.0,2736.0,2139.79,CAD,CA,True,False
ORD-102878,LINE-102878,2024-03-28,2024-03-28 01:51:00,2024-03-28 02:51:00,COMPLETED,MARKETPLACE,ONLINE,Nike,20,1,7,Vendor_7,2,1374,137.4,1236.6,765.25,EUR,EU,True,False
ORD-102879,LINE-102879,2024-04-29,2024-04-29 01:15:00,2024-04-29 01:27:00,CANCELLED,STORE,ONLINE,Apple,10,2,13,Vendor_13,4,1408,70.4,1337.6,1039.02,CAD,CA,False,True
ORD-102880,LINE-102880,2024-06-05,2024-06-05 01:33:00,2024-06-05 02:07:00,COMPLETED,STORE,ONLINE,Samsung,11,2,36,Vendor_36,1,170,0.0,170.0,107.23,USD,US,False,True
ORD-102881,LINE-102881,2024-02-17,2024-02-17 01:20:00,2024-02-17 01:37:00,CANCELLED,MOBILE,OFFLINE,Adidas,21,2,10,Vendor_10,1,591,0.0,591.0,415.55,USD,US,True,False
ORD-102882,LINE-102882,2024-04-07,2024-04-07 01:58:00,2024-04-07 02:12:00,CANCELLED,MOBILE,OFFLINE,Nike,20,2,9,Vendor_9,1,1238,123.8,1114.2,726.41,CAD,CA,False,False
ORD-102883,LINE-102883,2024-03-03,2024-03-03 00:52:00,2024-03-03 01:01:00,RETURNED,WEB,ONLINE,Adidas,21,2,17,Vendor_17,1,449,0.0,449.0,343.11,EUR,EU,False,False
ORD-102884,LINE-102884,2024-04-26,2024-04-26 00:19:00,2024-04-26 01:19:00,RETURNED,STORE,OFFLINE,Samsung,11,1,42,Vendor_42,2,1394,69.7,1324.3,918.84,CAD,CA,True,True
ORD-102885,LINE-102885,2024-04-22,2024-04-22 01:14:00,2024-04-22 01:22:00,RETURNED,MOBILE,ONLINE,Samsung,11,1,13,Vendor_13,2,1726,0.0,1726.0,1363.32,EUR,EU,True,False
ORD-102886,LINE-102886,2024-02-12,2024-02-12 00:45:00,2024-02-12 00:59:00,CANCELLED,MOBILE,ONLINE,Nike,20,2,36,Vendor_36,3,3657,0.0,3657.0,2305.54,EUR,EU,False,False
ORD-102887,LINE-102887,2024-02-04,2024-02-04 00:31:00,2024-02-04 00:51:00,COMPLETED,MOBILE,ONLINE,Adidas,21,1,27,Vendor_27,1,238,0.0,238.0,154.69,EUR,EU,False,False
ORD-102888,LINE-102888,2024-03-29,2024-03-29 01:51:00,2024-03-29 02:47:00,RETURNED,WEB,ONLINE,Samsung,11,2,8,Vendor_8,3,3471,347.1,3123.9,2491.91,USD,US,True,True
ORD-102889,LINE-102889,2024-05-17,2024-05-17 01:21:00,2024-05-17 01:47:00,RETURNED,MARKETPLACE,ONLINE,Nike,20,1,22,Vendor_22,4,3740,187.0,3553.0,2703.42,EUR,EU,False,True
ORD-102890,LINE-102890,2024-05-12,2024-05-12 01:01:00,2024-05-12 01:06:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,1,24,Vendor_24,1,363,36.3,326.7,229.47,CAD,CA,True,True
ORD-102891,LINE-102891,2024-06-19,2024-06-19 00:31:00,2024-06-19 01:19:00,COMPLETED,MOBILE,ONLINE,Apple,10,2,4,Vendor_4,4,3064,0.0,3064.0,2218.43,USD,US,True,False
ORD-102892,LINE-102892,2024-05-09,2024-05-09 01:06:00,2024-05-09 01:39:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,2,45,Vendor_45,3,1449,0.0,1449.0,1089.2,CAD,CA,False,False
ORD-102893,LINE-102893,2024-04-08,2024-04-08 01:10:00,2024-04-08 02:01:00,CANCELLED,MOBILE,OFFLINE,Adidas,21,1,4,Vendor_4,4,356,17.8,338.2,203.0,EUR,EU,False,False
ORD-102894,LINE-102894,2024-05-31,2024-05-31 00:06:00,2024-05-31 00:32:00,CANCELLED,WEB,ONLINE,Nike,20,2,47,Vendor_47,2,160,16.0,144.0,112.22,CAD,CA,False,True
ORD-102895,LINE-102895,2024-04-01,2024-04-01 00:24:00,2024-04-01 00:29:00,RETURNED,MARKETPLACE,ONLINE,Nike,20,2,27,Vendor_27,4,3024,151.2,2872.8,1757.12,CAD,CA,False,True
ORD-102896,LINE-102896,2024-02-06,2024-02-06 00:35:00,2024-02-06 01:16:00,COMPLETED,MARKETPLACE,ONLINE,Nike,20,1,34,Vendor_34,3,3867,0.0,3867.0,2631.74,EUR,EU,True,False
ORD-102897,LINE-102897,2024-03-23,2024-03-23 00:55:00,2024-03-23 01:22:00,RETURNED,STORE,ONLINE,Apple,10,1,1,Vendor_1,2,252,25.2,226.8,162.52,USD,US,False,True
ORD-102898,LINE-102898,2024-04-19,2024-04-19 00:05:00,2024-04-19 00:35:00,COMPLETED,WEB,ONLINE,Nike,20,1,32,Vendor_32,3,1716,171.6,1544.4,1134.9,EUR,EU,False,False
ORD-102899,LINE-102899,2024-05-08,2024-05-08 01:19:00,2024-05-08 01:55:00,CANCELLED,WEB,OFFLINE,Adidas,21,1,44,Vendor_44,3,3858,0.0,3858.0,2397.69,CAD,CA,True,False
ORD-102900,LINE-102900,2024-01-12,2024-01-12 00:06:00,2024-01-12 00:33:00,CANCELLED,MARKETPLACE,ONLINE,Nike,20,1,20,Vendor_20,2,344,17.2,326.8,231.5,EUR,EU,False,False
ORD-102901,LINE-102901,2024-05-16,2024-05-16 01:50:00,2024-05-16 02:03:00,RETURNED,MOBILE,OFFLINE,Samsung,11,1,28,Vendor_28,4,1516,0.0,1516.0,997.89,CAD,CA,True,False
ORD-102902,LINE-102902,2024-03-16,2024-03-16 00:44:00,2024-03-16 01:42:00,COMPLETED,WEB,OFFLINE,Nike,20,2,27,Vendor_27,4,444,44.4,399.6,248.47,USD,US,False,False
ORD-102903,LINE-102903,2024-01-11,2024-01-11 00:43:00,2024-01-11 01:23:00,CANCELLED,STORE,OFFLINE,Samsung,11,2,3,Vendor_3,4,2928,0.0,2928.0,2168.06,USD,US,True,True
ORD-102904,LINE-102904,2024-06-07,2024-06-07 00:03:00,2024-06-07 00:04:00,CANCELLED,MARKETPLACE,ONLINE,Samsung,11,1,46,Vendor_46,1,139,6.95,132.05,84.56,CAD,CA,True,False
ORD-102905,LINE-102905,2024-05-28,2024-05-28 00:19:00,2024-05-28 00:48:00,CANCELLED,MOBILE,ONLINE,Apple,10,2,36,Vendor_36,4,3436,171.8,3264.2,2514.02,EUR,EU,True,False
ORD-102906,LINE-102906,2024-05-11,2024-05-11 01:13:00,2024-05-11 01:29:00,CANCELLED,MARKETPLACE,ONLINE,Nike,20,1,49,Vendor_49,1,1097,0.0,1097.0,769.42,EUR,EU,False,False
ORD-102907,LINE-102907,2024-04-11,2024-04-11 00:10:00,2024-04-11 00:38:00,CANCELLED,STORE,OFFLINE,Nike,20,2,12,Vendor_12,4,4872,487.2,4384.8,2750.14,EUR,EU,True,False
ORD-102908,LINE-102908,2024-02-18,2024-02-18 01:23:00,2024-02-18 02:16:00,COMPLETED,MARKETPLACE,OFFLINE,Adidas,21,2,29,Vendor_29,1,1011,0.0,1011.0,669.41,EUR,EU,True,False
ORD-102909,LINE-102909,2024-04-18,2024-04-18 01:55:00,2024-04-18 02:04:00,COMPLETED,MOBILE,ONLINE,Samsung,11,2,21,Vendor_21,1,1047,52.35,994.65,662.29,EUR,EU,False,True
ORD-102910,LINE-102910,2024-03-21,2024-03-21 01:07:00,2024-03-21 01:40:00,CANCELLED,WEB,OFFLINE,Apple,10,2,45,Vendor_45,4,4208,420.8,3787.2,2609.18,USD,US,False,True
ORD-102911,LINE-102911,2024-06-17,2024-06-17 01:47:00,2024-06-17 01:55:00,RETURNED,MOBILE,OFFLINE,Adidas,21,2,36,Vendor_36,2,834,0.0,834.0,631.39,USD,US,False,True
ORD-102912,LINE-102912,2024-04-24,2024-04-24 01:52:00,2024-04-24 02:02:00,RETURNED,WEB,ONLINE,Nike,20,1,17,Vendor_17,4,4068,203.4,3864.6,2329.11,EUR,EU,True,True
ORD-102913,LINE-102913,2024-05-07,2024-05-07 01:49:00,2024-05-07 02:15:00,RETURNED,MOBILE,ONLINE,Adidas,21,2,31,Vendor_31,2,512,25.6,486.4,324.98,EUR,EU,False,False
ORD-102914,LINE-102914,2024-02-14,2024-02-14 01:20:00,2024-02-14 01:25:00,RETURNED,WEB,OFFLINE,Adidas,21,2,23,Vendor_23,4,5440,0.0,5440.0,3382.11,CAD,CA,True,False
ORD-102915,LINE-102915,2024-03-06,2024-03-06 01:39:00,2024-03-06 02:05:00,COMPLETED,STORE,OFFLINE,Apple,10,1,34,Vendor_34,2,1680,84.0,1596.0,1029.35,USD,US,True,False
ORD-102916,LINE-102916,2024-01-05,2024-01-05 00:39:00,2024-01-05 01:01:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,2,27,Vendor_27,1,438,21.9,416.1,261.29,EUR,EU,True,False
ORD-102917,LINE-102917,2024-05-30,2024-05-30 00:48:00,2024-05-30 01:41:00,CANCELLED,WEB,OFFLINE,Nike,20,2,12,Vendor_12,4,1100,55.0,1045.0,658.61,USD,US,False,True
ORD-102918,LINE-102918,2024-03-14,2024-03-14 00:39:00,2024-03-14 01:30:00,CANCELLED,STORE,ONLINE,Nike,20,2,15,Vendor_15,2,2692,269.2,2422.8,1790.44,EUR,EU,True,False
ORD-102919,LINE-102919,2024-03-09,2024-03-09 01:36:00,2024-03-09 01:44:00,COMPLETED,WEB,ONLINE,Adidas,21,2,9,Vendor_9,3,1815,181.5,1633.5,1271.12,EUR,EU,False,False
ORD-102920,LINE-102920,2024-05-20,2024-05-20 00:19:00,2024-05-20 00:58:00,CANCELLED,MOBILE,OFFLINE,Nike,20,1,49,Vendor_49,4,2320,116.0,2204.0,1719.01,EUR,EU,True,False
ORD-102921,LINE-102921,2024-06-21,2024-06-21 01:25:00,2024-06-21 01:59:00,COMPLETED,MARKETPLACE,ONLINE,Adidas,21,2,13,Vendor_13,2,934,46.7,887.3,640.97,USD,US,False,False
ORD-102922,LINE-102922,2024-04-06,2024-04-06 01:52:00,2024-04-06 02:01:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,22,Vendor_22,1,1134,56.7,1077.3,823.27,EUR,EU,True,False
ORD-102923,LINE-102923,2024-05-18,2024-05-18 00:47:00,2024-05-18 00:52:00,RETURNED,MOBILE,ONLINE,Adidas,21,1,13,Vendor_13,4,2724,272.4,2451.6,1860.05,EUR,EU,True,False
ORD-102924,LINE-102924,2024-04-28,2024-04-28 01:49:00,2024-04-28 02:46:00,CANCELLED,MOBILE,ONLINE,Nike,20,2,36,Vendor_36,2,2418,120.9,2297.1,1383.08,CAD,CA,False,False
ORD-102925,LINE-102925,2024-06-03,2024-06-03 01:37:00,2024-06-03 01:44:00,CANCELLED,WEB,ONLINE,Samsung,11,2,30,Vendor_30,2,2616,261.6,2354.4,1697.62,CAD,CA,True,False
ORD-102926,LINE-102926,2024-05-04,2024-05-04 00:34:00,2024-05-04 00:48:00,COMPLETED,WEB,ONLINE,Nike,20,2,49,Vendor_49,2,2148,214.8,1933.2,1385.33,USD,US,True,False
ORD-102927,LINE-102927,2024-05-29,2024-05-29 00:02:00,2024-05-29 00:49:00,RETURNED,MOBILE,OFFLINE,Nike,20,2,2,Vendor_2,1,374,0.0,374.0,276.39,CAD,CA,False,False
ORD-102928,LINE-102928,2024-05-02,2024-05-02 01:36:00,2024-05-02 01:40:00,CANCELLED,STORE,OFFLINE,Adidas,21,1,34,Vendor_34,4,1948,97.4,1850.6,1348.67,USD,US,True,False
ORD-102929,LINE-102929,2024-04-30,2024-04-30 00:16:00,2024-04-30 01:06:00,CANCELLED,STORE,OFFLINE,Samsung,11,1,14,Vendor_14,4,2036,203.6,1832.4,1280.3,CAD,CA,False,False
ORD-102930,LINE-102930,2024-03-06,2024-03-06 00:00:00,2024-03-06 00:29:00,COMPLETED,MARKETPLACE,ONLINE,Apple,10,2,25,Vendor_25,2,1876,0.0,1876.0,1363.1,EUR,EU,True,True
ORD-102931,LINE-102931,2024-06-02,2024-06-02 00:41:00,2024-06-02 00:47:00,CANCELLED,MOBILE,OFFLINE,Apple,10,1,42,Vendor_42,2,1222,0.0,1222.0,833.92,CAD,CA,True,True
ORD-102932,LINE-102932,2024-01-29,2024-01-29 00:31:00,2024-01-29 01:31:00,RETURNED,MARKETPLACE,ONLINE,Adidas,21,2,5,Vendor_5,3,2046,102.3,1943.7,1287.4,CAD,CA,False,False
ORD-102933,LINE-102933,2024-05-13,2024-05-13 01:42:00,2024-05-13 02:11:00,CANCELLED,MOBILE,ONLINE,Nike,20,2,50,Vendor_50,1,1222,61.1,1160.9,738.27,USD,US,False,False
ORD-102934,LINE-102934,2024-01-14,2024-01-14 00:01:00,2024-01-14 00:29:00,COMPLETED,STORE,ONLINE,Adidas,21,2,26,Vendor_26,2,814,0.0,814.0,588.64,EUR,EU,False,False
ORD-102935,LINE-102935,2024-03-19,2024-03-19 01:15:00,2024-03-19 01:18:00,COMPLETED,MARKETPLACE,ONLINE,Apple,10,2,34,Vendor_34,3,435,21.75,413.25,284.55,CAD,CA,True,False
ORD-102936,LINE-102936,2024-04-02,2024-04-02 00:36:00,2024-04-02 00:37:00,CANCELLED,MARKETPLACE,OFFLINE,Samsung,11,2,34,Vendor_34,2,2070,0.0,2070.0,1401.18,CAD,CA,False,False
ORD-102937,LINE-102937,2024-06-10,2024-06-10 00:16:00,2024-06-10 00:24:00,RETURNED,MARKETPLACE,ONLINE,Adidas,21,1,37,Vendor_37,4,1892,0.0,1892.0,1213.47,USD,US,False,True
ORD-102938,LINE-102938,2024-05-07,2024-05-07 00:35:00,2024-05-07 01:07:00,RETURNED,MARKETPLACE,OFFLINE,Samsung,11,1,15,Vendor_15,3,4125,0.0,4125.0,2747.62,EUR,EU,True,False
ORD-102939,LINE-102939,2024-02-15,2024-02-15 01:24:00,2024-02-15 01:54:00,RETURNED,WEB,OFFLINE,Apple,10,1,35,Vendor_35,4,4192,209.6,3982.4,2490.41,CAD,CA,True,True
ORD-102940,LINE-102940,2024-05-02,2024-05-02 00:07:00,2024-05-02 00:44:00,CANCELLED,STORE,ONLINE,Samsung,11,2,45,Vendor_45,2,2114,105.7,2008.3,1230.7,USD,US,False,False
ORD-102941,LINE-102941,2024-06-22,2024-06-22 01:25:00,2024-06-22 02:01:00,CANCELLED,WEB,ONLINE,Apple,10,1,41,Vendor_41,1,226,0.0,226.0,160.53,CAD,CA,False,False
ORD-102942,LINE-102942,2024-06-21,2024-06-21 00:37:00,2024-06-21 01:25:00,COMPLETED,WEB,OFFLINE,Apple,10,2,45,Vendor_45,1,418,41.8,376.2,278.23,USD,US,False,False
ORD-102943,LINE-102943,2024-05-05,2024-05-05 01:03:00,2024-05-05 01:22:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,2,16,Vendor_16,4,784,39.2,744.8,533.81,CAD,CA,True,False
ORD-102944,LINE-102944,2024-05-27,2024-05-27 00:26:00,2024-05-27 00:44:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,1,2,Vendor_2,1,984,98.4,885.6,645.37,EUR,EU,False,False
ORD-102945,LINE-102945,2024-06-27,2024-06-27 00:12:00,2024-06-27 01:00:00,RETURNED,MOBILE,ONLINE,Samsung,11,2,24,Vendor_24,3,1845,92.25,1752.75,1397.27,EUR,EU,True,False
ORD-102946,LINE-102946,2024-05-26,2024-05-26 01:35:00,2024-05-26 02:34:00,RETURNED,MARKETPLACE,OFFLINE,Apple,10,2,24,Vendor_24,1,456,45.6,410.4,285.84,EUR,EU,False,False
ORD-102947,LINE-102947,2024-06-17,2024-06-17 00:26:00,2024-06-17 00:48:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,1,39,Vendor_39,2,1650,82.5,1567.5,1075.4,CAD,CA,False,False
ORD-102948,LINE-102948,2024-04-10,2024-04-10 01:22:00,2024-04-10 01:52:00,COMPLETED,MOBILE,OFFLINE,Apple,10,1,24,Vendor_24,3,1311,0.0,1311.0,1020.99,USD,US,True,True
ORD-102949,LINE-102949,2024-03-27,2024-03-27 00:47:00,2024-03-27 01:13:00,RETURNED,WEB,OFFLINE,Nike,20,1,39,Vendor_39,4,1488,0.0,1488.0,925.27,CAD,CA,False,False
ORD-102950,LINE-102950,2024-03-02,2024-03-02 01:47:00,2024-03-02 01:59:00,RETURNED,STORE,ONLINE,Apple,10,1,22,Vendor_22,3,3039,0.0,3039.0,2244.23,EUR,EU,False,False
ORD-102951,LINE-102951,2024-05-22,2024-05-22 00:08:00,2024-05-22 00:23:00,CANCELLED,WEB,OFFLINE,Adidas,21,2,13,Vendor_13,2,1482,0.0,1482.0,959.91,USD,US,True,False
ORD-102952,LINE-102952,2024-01-13,2024-01-13 00:58:00,2024-01-13 00:58:00,CANCELLED,STORE,ONLINE,Adidas,21,1,15,Vendor_15,2,760,76.0,684.0,427.98,CAD,CA,True,False
ORD-102953,LINE-102953,2024-06-20,2024-06-20 01:40:00,2024-06-20 02:39:00,RETURNED,WEB,OFFLINE,Samsung,11,1,20,Vendor_20,1,865,86.5,778.5,485.35,EUR,EU,False,False
ORD-102954,LINE-102954,2024-02-02,2024-02-02 00:22:00,2024-02-02 01:03:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,1,6,Vendor_6,2,2520,126.0,2394.0,1512.43,CAD,CA,False,False
ORD-102955,LINE-102955,2024-02-10,2024-02-10 01:16:00,2024-02-10 01:54:00,CANCELLED,STORE,ONLINE,Adidas,21,1,8,Vendor_8,3,3492,0.0,3492.0,2386.06,EUR,EU,True,False
ORD-102956,LINE-102956,2024-06-01,2024-06-01 00:16:00,2024-06-01 00:33:00,COMPLETED,MARKETPLACE,ONLINE,Adidas,21,2,41,Vendor_41,2,2760,0.0,2760.0,2139.11,USD,US,True,False
ORD-102957,LINE-102957,2024-03-15,2024-03-15 00:35:00,2024-03-15 00:35:00,CANCELLED,STORE,ONLINE,Adidas,21,2,16,Vendor_16,3,3789,0.0,3789.0,2457.78,EUR,EU,True,True
ORD-102958,LINE-102958,2024-04-14,2024-04-14 01:03:00,2024-04-14 01:30:00,COMPLETED,MARKETPLACE,OFFLINE,Apple,10,2,37,Vendor_37,4,5136,513.6,4622.4,3286.55,CAD,CA,True,True
ORD-102959,LINE-102959,2024-02-10,2024-02-10 00:39:00,2024-02-10 01:07:00,CANCELLED,STORE,ONLINE,Samsung,11,1,14,Vendor_14,3,2955,147.75,2807.25,1737.05,USD,US,True,False
ORD-102960,LINE-102960,2024-04-08,2024-04-08 01:35:00,2024-04-08 01:43:00,RETURNED,MARKETPLACE,OFFLINE,Adidas,21,1,4,Vendor_4,1,1395,139.5,1255.5,954.93,CAD,CA,False,False
ORD-102961,LINE-102961,2024-02-14,2024-02-14 00:52:00,2024-02-14 01:35:00,CANCELLED,STORE,ONLINE,Nike,20,1,6,Vendor_6,2,2044,0.0,2044.0,1282.27,EUR,EU,False,True
